Hour,day_ahead_norm,Wind Farm 1 (MW),day_ahead_norm,Wind Farm 2 (MW),day_ahead_norm,Wind Farm 3 (MW),day_ahead_norm,Wind Farm 4 (MW),day_ahead_norm,Wind Farm 5 (MW),Wind Farm 6 (MW),day_ahead_norm,Offshore Wind1 (MW),Offshore Wind (MW),year
1/5/07 17:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.847842753,12717.6413,2007
1/5/07 18:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.888534427,13328.01641,2007
1/5/07 19:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.919998705,13799.98058,2007
1/5/07 20:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.952982306,14294.73459,2007
1/5/07 21:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.976180315,14642.70473,2007
1/5/07 22:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.983716667,14755.75001,2007
1/5/07 23:00,0.919179916,13787.69875,0.949378908,14240.68362,0.951239347,14268.59021,0.931172848,13967.59272,0.922160447,13832.4067,14208.17077,0.947211385,0.985368371,14780.52557,2007
1/6/07 0:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.999429345,14991.44018,2007
1/6/07 1:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.99947685,14992.15275,2007
1/6/07 2:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.999517143,14992.75715,2007
1/6/07 3:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.999544442,14993.16663,2007
1/6/07 4:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.999544442,14993.16663,2007
1/6/07 5:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.927019,13905.285,2007
1/6/07 6:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.9332425,13998.6375,2007
1/6/07 7:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.938433349,14076.50024,2007
1/6/07 8:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.938461542,14076.92313,2007
1/6/07 9:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.938461542,14076.92313,2007
1/6/07 10:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.938336849,14075.05274,2007
1/6/07 11:00,0.953466654,14301.99981,0.973193049,14597.89574,0.974757433,14621.36149,0.961651325,14424.76988,0.954710126,14320.65189,14572.59715,0.971506476,0.938144088,14072.16132,2007
